age,income,loan_amount,credit_score,months_employed,num_credit_lines,interest_rate,loan_term,dti_ratio,education,employment_type,marital_status,loan_purpose,has_mortgage,has_dependents,has_cosigner,default
66,37871.61,5214.0,661.0,179.0,13.0,22.73,12.0,0.77,Master's,Self-employed,Married,Business,No,Yes,No,0
40,48596.14,26061.0,761.0,135.0,12.0,4.97,24.0,0.22,Bachelor's,Self-employed,Single,Home,No,No,No,1
53,62654.93,12502.0,530.0,98.0,9.0,14.5,12.0,0.81,Bachelor's,Self-employed,Single,Education,No,No,Yes,0
48,37774.54,38895.0,549.0,324.0,1.0,7.58,24.0,0.58,High School,Self-employed,Single,Education,Yes,No,Yes,1
22,20036.24,43026.0,301.0,288.0,5.0,4.98,60.0,0.72,High School,Part-time,Married,Business,No,No,No,1
64,78384.39,33137.0,774.0,189.0,4.0,16.87,48.0,0.65,Bachelor's,Full-time,Single,Education,Yes,No,Yes,0
54,51396.68,47888.0,481.0,190.0,4.0,5.95,24.0,0.81,Bachelor's,Full-time,Single,Personal,No,Yes,No,1
61,69961.74,49845.0,,215.0,14.0,14.08,24.0,0.15,High School,Full-time,Married,Business,Yes,Yes,No,0
53,48817.13,11007.0,469.0,159.0,11.0,7.73,36.0,0.89,High School,Full-time,Divorced,Home,No,No,No,0
26,65855.92,44758.0,569.0,310.0,14.0,7.75,60.0,0.8,Bachelor's,Part-time,Single,Home,Yes,Yes,No,0
38,101523.78,49916.0,606.0,288.0,12.0,14.74,48.0,0.13,Bachelor's,Full-time,Married,Home,No,No,Yes,1
29,32134.27,40305.0,348.0,165.0,16.0,15.44,48.0,0.3,High School,Unemployed,Married,Home,Yes,Yes,No,0
63,39441.54,29205.0,721.0,257.0,15.0,3.57,12.0,0.53,Bachelor's,Full-time,Single,Home,No,No,Yes,0
55,36985.23,41399.0,584.0,235.0,10.0,14.27,12.0,0.79,High School,Full-time,Single,Home,Yes,No,No,1
30,97083.59,32864.0,679.0,208.0,4.0,17.9,48.0,0.35,High School,Full-time,Married,Business,No,No,No,0
44,54638.48,28947.0,803.0,228.0,1.0,18.09,48.0,0.14,High School,Self-employed,Married,Home,No,No,No,0
56,,46275.0,498.0,,19.0,21.77,60.0,0.72,High School,Full-time,Divorced,Auto,No,Yes,No,1
28,2123.49,5963.0,408.0,221.0,8.0,22.75,48.0,0.45,Bachelor's,Full-time,Single,Personal,Yes,Yes,No,0
36,62489.18,48197.0,364.0,14.0,10.0,16.89,12.0,0.71,Bachelor's,Part-time,Single,Personal,Yes,Yes,Yes,1
41,47783.8,23680.0,652.0,316.0,7.0,13.86,12.0,0.36,Master's,Full-time,Single,Home,Yes,No,No,1
46,82772.2,25486.0,397.0,158.0,2.0,7.89,36.0,0.76,Master's,Part-time,Single,Business,Yes,Yes,No,0
24,68175.22,32438.0,428.0,244.0,2.0,6.23,48.0,0.39,High School,Part-time,Married,Auto,Yes,Yes,Yes,1
67,46605.77,22246.0,567.0,250.0,19.0,16.6,60.0,0.48,Bachelor's,Unemployed,Single,Education,Yes,No,No,1
45,86596.38,4341.0,708.0,165.0,12.0,23.85,24.0,0.85,High School,Unemployed,Single,Home,No,No,No,0
55,88432.57,48921.0,386.0,156.0,19.0,9.48,12.0,0.22,Bachelor's,Full-time,Single,Education,Yes,Yes,No,1
67,85113.78,8747.0,693.0,205.0,12.0,5.64,24.0,0.57,High School,Part-time,Married,Business,Yes,Yes,Yes,0
43,70249.86,9448.0,749.0,120.0,13.0,12.61,12.0,0.75,Bachelor's,Full-time,Divorced,Home,Yes,No,Yes,0
32,49454.33,11940.0,770.0,170.0,16.0,3.51,60.0,0.65,High School,Part-time,Single,Personal,No,No,No,0
69,59641.52,36330.0,409.0,121.0,8.0,15.4,24.0,0.44,Master's,Full-time,Single,Business,Yes,No,Yes,0
29,46665.69,16596.0,593.0,278.0,10.0,4.56,36.0,0.74,Bachelor's,Full-time,Married,Business,No,No,No,0
60,59426.1,31627.0,514.0,24.0,6.0,23.52,60.0,0.48,High School,Full-time,Married,Auto,No,Yes,Yes,0
64,43107.41,19051.0,611.0,155.0,15.0,22.2,12.0,0.62,High School,Full-time,Divorced,Education,No,Yes,No,0
56,51606.4,23698.0,503.0,98.0,17.0,5.97,48.0,0.37,High School,Full-time,Single,Auto,Yes,No,No,0
67,97870.98,7413.0,727.0,349.0,11.0,6.66,24.0,0.15,Bachelor's,Full-time,Single,Business,No,Yes,No,0
59,61218.81,20032.0,835.0,218.0,19.0,,48.0,0.26,Master's,Full-time,Married,Home,Yes,No,No,0
29,46402.55,6734.0,392.0,199.0,10.0,20.99,12.0,0.47,Bachelor's,Part-time,Single,Home,No,Yes,No,0
58,32994.97,42596.0,327.0,82.0,18.0,23.75,24.0,0.82,Bachelor's,Full-time,Single,Business,Yes,No,No,0
48,53003.87,31786.0,617.0,,9.0,10.69,24.0,0.21,Master's,Full-time,Single,Personal,Yes,Yes,No,0
49,69907.18,18963.0,698.0,221.0,9.0,5.89,24.0,0.35,Bachelor's,Self-employed,Single,Home,No,Yes,No,0
61,57734.11,24999.0,565.0,28.0,18.0,16.73,60.0,0.36,Bachelor's,Unemployed,Single,Business,No,No,Yes,0
55,53920.75,17518.0,584.0,135.0,6.0,24.28,60.0,0.72,Master's,Full-time,Married,Auto,No,Yes,No,1
53,63511.32,29407.0,362.0,61.0,16.0,6.29,60.0,0.53,Bachelor's,Full-time,Married,Auto,No,No,No,0
36,62885.79,30501.0,818.0,165.0,12.0,21.11,60.0,0.43,Bachelor's,Self-employed,Divorced,Home,No,No,No,0
65,69105.67,37888.0,319.0,130.0,2.0,11.23,12.0,0.15,Bachelor's,Full-time,Single,Business,No,Yes,No,1
38,69638.52,36280.0,647.0,258.0,17.0,5.98,36.0,0.88,Master's,Full-time,Married,Education,No,No,No,0
54,53228.59,30045.0,349.0,310.0,9.0,13.37,12.0,0.75,Bachelor's,Full-time,Single,Education,No,No,No,0
68,,27819.0,488.0,205.0,5.0,14.01,24.0,0.15,High School,Full-time,Married,Home,No,No,No,0
67,55016.41,24231.0,366.0,162.0,17.0,3.7,60.0,0.14,Master's,Full-time,Single,Auto,Yes,No,No,1
37,66205.41,25432.0,664.0,299.0,15.0,13.7,24.0,0.3,High School,Part-time,Single,Auto,Yes,Yes,No,0
50,77423.11,27745.0,,171.0,7.0,17.42,60.0,0.14,High School,Self-employed,Single,Business,No,No,No,0
30,48262.53,30443.0,398.0,168.0,19.0,19.94,48.0,0.69,High School,Part-time,Married,Education,No,Yes,Yes,1
54,51725.44,45917.0,459.0,154.0,6.0,5.62,48.0,0.26,High School,Full-time,Married,Education,Yes,No,Yes,0
50,38730.91,35000.0,327.0,91.0,4.0,22.35,60.0,0.81,Bachelor's,Full-time,Married,Business,Yes,No,No,0
34,25094.91,45332.0,765.0,155.0,12.0,7.11,48.0,0.59,Master's,Full-time,Single,Personal,No,No,No,0
42,30243.33,31296.0,497.0,4.0,19.0,17.65,60.0,0.49,High School,Full-time,Married,Personal,No,No,No,0
42,34925.62,42913.0,508.0,170.0,6.0,15.38,36.0,0.19,High School,Full-time,Single,Education,No,Yes,No,1
26,41684.63,43498.0,736.0,190.0,14.0,22.42,24.0,0.2,High School,Self-employed,Married,Business,No,No,No,0
31,64197.64,27485.0,565.0,38.0,16.0,4.33,12.0,0.2,High School,Full-time,Divorced,Auto,No,Yes,Yes,0
27,33573.22,6653.0,790.0,9.0,5.0,7.62,12.0,0.27,Master's,Part-time,Single,Auto,No,Yes,No,1
34,55353.67,38926.0,708.0,62.0,5.0,6.12,12.0,0.18,Bachelor's,Full-time,Married,Auto,Yes,No,Yes,0
22,71756.82,5089.0,556.0,264.0,17.0,10.54,60.0,0.36,High School,Full-time,Married,Auto,No,Yes,No,1
41,38402.86,26194.0,635.0,83.0,4.0,10.79,60.0,0.75,High School,Full-time,Single,Home,Yes,Yes,Yes,0
68,45162.41,44748.0,532.0,28.0,11.0,5.41,36.0,0.22,Bachelor's,Self-employed,Married,Auto,Yes,No,Yes,1
67,28598.83,27485.0,372.0,212.0,6.0,14.56,60.0,0.34,High School,Full-time,Single,Home,No,No,No,0
29,35949.62,38069.0,312.0,354.0,12.0,6.0,12.0,0.46,Bachelor's,Full-time,Single,Personal,No,No,Yes,0
31,82398.73,46638.0,804.0,220.0,11.0,5.1,48.0,0.59,Master's,Part-time,Married,Education,No,No,Yes,0
30,,15747.0,300.0,270.0,9.0,4.21,24.0,0.29,Master's,Part-time,Single,Business,No,Yes,No,1
62,97991.1,28980.0,458.0,208.0,13.0,23.48,60.0,0.59,High School,Full-time,Single,Home,No,No,No,0
24,40259.97,38071.0,808.0,151.0,15.0,12.03,12.0,0.25,Master's,Full-time,Single,Auto,No,Yes,No,0
32,85168.46,42364.0,782.0,34.0,3.0,9.6,24.0,0.6,Bachelor's,Self-employed,Married,Home,Yes,No,Yes,0
33,40423.54,28011.0,515.0,60.0,5.0,13.87,24.0,0.73,Bachelor's,Self-employed,Married,Personal,No,No,No,1
31,44976.53,27086.0,494.0,275.0,19.0,6.89,60.0,0.12,Bachelor's,Part-time,Single,Business,Yes,Yes,No,0
46,109446.22,24933.0,611.0,313.0,15.0,12.23,60.0,0.85,Bachelor's,Unemployed,Married,Auto,Yes,Yes,No,0
46,38298.88,5962.0,702.0,99.0,7.0,7.6,60.0,0.67,Bachelor's,Full-time,Single,Personal,No,Yes,No,0
32,86733.37,44278.0,303.0,202.0,3.0,10.04,36.0,0.86,High School,Full-time,Married,Home,No,No,No,1
57,54360.18,46048.0,841.0,246.0,8.0,23.37,12.0,0.31,Bachelor's,Unemployed,Divorced,Auto,No,No,No,0
60,33461.21,1857.0,405.0,221.0,13.0,6.7,60.0,0.85,Master's,Self-employed,Married,Education,Yes,No,No,0
47,26386.01,29305.0,421.0,187.0,16.0,13.69,24.0,0.46,High School,Full-time,Divorced,Business,Yes,No,No,0
35,57103.67,40539.0,566.0,85.0,8.0,17.71,36.0,0.22,Bachelor's,Full-time,Single,Education,No,No,No,0
60,32529.79,41327.0,540.0,87.0,9.0,23.24,12.0,0.69,High School,Full-time,Single,Personal,No,Yes,No,0
61,49089.1,17403.0,352.0,141.0,2.0,23.34,48.0,0.66,Bachelor's,Part-time,Divorced,Home,Yes,Yes,No,0
22,16909.51,3420.0,423.0,163.0,1.0,8.82,60.0,0.84,Bachelor's,Full-time,Single,Personal,No,No,Yes,1
25,62088.25,12218.0,387.0,140.0,13.0,23.78,60.0,0.34,Bachelor's,Full-time,Married,Business,Yes,No,No,0
51,24151.1,41691.0,609.0,256.0,13.0,10.62,48.0,0.6,Bachelor's,Full-time,Married,Auto,Yes,Yes,Yes,0
33,53798.29,17450.0,312.0,90.0,11.0,22.74,60.0,0.87,Master's,Full-time,Divorced,Business,No,Yes,No,1
56,27324.13,31134.0,508.0,268.0,10.0,5.5,12.0,0.8,Bachelor's,Full-time,Divorced,Home,No,No,Yes,1
34,79517.58,4133.0,734.0,162.0,6.0,7.76,36.0,0.76,Bachelor's,Full-time,Married,Education,Yes,No,No,1
52,12801.84,34553.0,351.0,17.0,16.0,5.2,24.0,0.8,High School,Full-time,Divorced,Education,No,Yes,Yes,1
59,49341.1,48054.0,406.0,161.0,6.0,9.93,48.0,0.78,High School,Full-time,Single,Home,No,Yes,No,0
64,66188.16,41503.0,820.0,51.0,13.0,22.29,12.0,0.4,Bachelor's,Full-time,Married,Business,No,No,Yes,0
44,62177.71,17135.0,419.0,325.0,12.0,6.92,12.0,0.11,Bachelor's,Part-time,Divorced,Education,No,No,No,0
25,30063.39,4690.0,366.0,57.0,8.0,8.33,48.0,0.89,Bachelor's,Full-time,Single,Personal,No,Yes,No,0
37,20205.09,35315.0,381.0,282.0,3.0,8.15,36.0,0.72,Bachelor's,Part-time,Married,Personal,Yes,Yes,No,1
28,70627.83,46231.0,413.0,145.0,13.0,9.41,36.0,0.28,Bachelor's,Full-time,Single,Auto,No,Yes,No,0
43,52526.56,17742.0,753.0,56.0,1.0,3.9,24.0,0.7,High School,Full-time,Married,Business,Yes,Yes,No,1
50,33565.64,48934.0,531.0,8.0,10.0,12.61,24.0,0.39,High School,Full-time,Married,Personal,Yes,Yes,No,0
32,71355.94,2562.0,615.0,191.0,15.0,24.49,24.0,0.3,High School,Full-time,Single,Home,No,No,Yes,0
54,43745.96,5386.0,774.0,78.0,11.0,13.13,36.0,0.55,Bachelor's,Self-employed,Married,Home,No,No,No,0
50,41852.37,19561.0,670.0,150.0,16.0,20.99,60.0,0.11,High School,Full-time,Single,Home,Yes,Yes,No,0
60,37666.43,34246.0,832.0,314.0,3.0,15.79,60.0,0.88,Bachelor's,Self-employed,Married,Business,Yes,No,No,0
33,39810.85,18031.0,557.0,,9.0,3.82,60.0,0.85,Master's,Full-time,Married,Business,No,No,Yes,0
28,39090.01,1263.0,728.0,200.0,7.0,16.09,48.0,0.73,Bachelor's,Part-time,Married,Business,No,Yes,No,1
60,61566.14,24486.0,799.0,277.0,16.0,23.85,48.0,0.14,Bachelor's,Full-time,Married,Personal,Yes,Yes,Yes,0
63,86012.72,37510.0,309.0,83.0,7.0,15.4,48.0,0.16,PhD,Self-employed,Married,Home,No,Yes,No,1
69,27065.41,7646.0,724.0,262.0,8.0,14.85,48.0,0.62,Bachelor's,Full-time,Single,Education,No,No,No,1
47,48179.87,32903.0,811.0,144.0,5.0,17.91,36.0,0.74,High School,Part-time,Single,Business,No,No,No,0
61,51718.94,12148.0,616.0,232.0,6.0,22.22,48.0,0.14,Master's,Full-time,Married,Home,Yes,No,No,0
30,64291.25,49981.0,433.0,150.0,9.0,15.64,24.0,0.55,High School,Self-employed,Divorced,Education,Yes,Yes,No,0
62,74766.46,27137.0,317.0,36.0,5.0,12.24,48.0,0.66,Bachelor's,Full-time,Married,Personal,No,No,No,0
55,51812.76,38968.0,646.0,323.0,9.0,4.3,12.0,0.23,PhD,Unemployed,Married,Home,No,No,Yes,0
66,42258.26,27012.0,667.0,200.0,10.0,5.89,60.0,0.24,Bachelor's,Part-time,Married,Auto,No,No,No,0
34,66561.41,48578.0,467.0,191.0,6.0,17.45,12.0,0.85,Master's,Part-time,Married,Education,No,No,No,0
57,22198.05,16223.0,316.0,17.0,1.0,16.81,12.0,0.42,Bachelor's,Unemployed,Married,Business,No,No,Yes,0
46,12120.09,19389.0,821.0,,13.0,8.64,24.0,0.32,Bachelor's,Full-time,Married,Personal,No,Yes,No,1
45,106807.49,15353.0,806.0,278.0,5.0,18.96,36.0,0.14,High School,Full-time,Single,Home,No,No,No,0
65,38842.44,26483.0,773.0,350.0,19.0,9.51,24.0,0.13,Bachelor's,Part-time,Divorced,Business,No,Yes,No,0
38,46725.49,33897.0,842.0,211.0,16.0,10.06,36.0,0.31,Bachelor's,Full-time,Married,Education,No,No,No,0
23,65876.32,42897.0,605.0,134.0,15.0,4.82,24.0,0.6,Bachelor's,Full-time,Single,Auto,No,No,No,1
34,61939.89,21102.0,678.0,188.0,14.0,,36.0,0.58,Master's,Self-employed,Divorced,Home,Yes,Yes,No,0
52,72704.77,18198.0,639.0,331.0,14.0,9.69,48.0,0.28,High School,Full-time,Married,Education,No,Yes,No,1
50,73752.59,29538.0,450.0,242.0,4.0,21.11,24.0,0.69,High School,Full-time,Married,Auto,No,No,Yes,1
49,26150.91,6849.0,344.0,184.0,7.0,20.73,12.0,0.47,High School,Full-time,Married,Education,No,Yes,No,0
48,80385.61,28957.0,506.0,195.0,15.0,6.26,24.0,0.74,Master's,Part-time,Married,Education,Yes,Yes,No,1
36,65214.2,1014.0,721.0,244.0,5.0,6.94,12.0,0.84,High School,Full-time,Married,Business,No,Yes,No,0
52,62560.31,14807.0,438.0,14.0,1.0,10.4,36.0,0.29,High School,Self-employed,Married,Personal,Yes,No,Yes,0
61,63450.36,11229.0,691.0,174.0,19.0,15.99,48.0,0.46,Master's,Part-time,Single,Home,Yes,Yes,No,0
36,10354.21,4488.0,683.0,311.0,18.0,10.86,48.0,0.14,Bachelor's,Unemployed,Married,Auto,Yes,No,No,1
54,50801.54,47062.0,748.0,96.0,14.0,11.03,48.0,0.71,High School,Self-employed,Single,Auto,No,Yes,No,0
41,35668.49,26282.0,502.0,13.0,,6.51,12.0,0.36,Master's,Full-time,Divorced,Home,Yes,Yes,No,0
63,32787.73,34470.0,309.0,154.0,4.0,10.72,60.0,0.62,High School,Self-employed,Married,Auto,No,Yes,Yes,0
33,45242.45,7575.0,649.0,165.0,7.0,13.61,60.0,0.4,High School,Full-time,Married,Business,Yes,No,No,1
58,71509.04,49193.0,375.0,103.0,1.0,24.67,24.0,0.21,High School,Full-time,Married,Home,Yes,No,No,0
30,60743.87,49208.0,516.0,211.0,12.0,21.52,60.0,0.11,High School,Self-employed,Married,Auto,Yes,No,Yes,0
44,63749.49,15272.0,591.0,129.0,1.0,20.55,60.0,0.61,Master's,Full-time,Single,Business,No,No,No,0
29,46073.34,23544.0,303.0,3.0,14.0,15.54,60.0,0.85,Bachelor's,Full-time,Single,Personal,No,Yes,No,0
53,62525.96,15368.0,677.0,240.0,6.0,11.24,60.0,0.82,Bachelor's,Self-employed,Single,Personal,No,No,No,1
69,51019.01,40260.0,337.0,151.0,1.0,21.92,12.0,0.85,Master's,Part-time,Married,Auto,Yes,No,Yes,1
35,73982.47,6499.0,594.0,136.0,2.0,10.97,48.0,0.65,Bachelor's,Self-employed,Married,Home,No,No,No,0
48,68913.19,19939.0,388.0,146.0,17.0,16.25,36.0,0.44,Master's,Full-time,Single,Home,No,Yes,No,1
46,58196.35,30317.0,574.0,,8.0,9.03,12.0,0.52,High School,Full-time,Single,Home,Yes,No,No,0
34,,12178.0,813.0,168.0,18.0,20.19,60.0,0.68,High School,Self-employed,Single,Education,No,Yes,No,0
42,60459.8,4939.0,449.0,127.0,17.0,14.56,60.0,0.34,Master's,Full-time,Single,Personal,No,Yes,No,0
66,59849.05,31601.0,612.0,91.0,16.0,22.75,12.0,0.25,PhD,Full-time,Divorced,Personal,No,No,Yes,0
52,57386.68,26060.0,399.0,76.0,15.0,15.73,36.0,0.15,High School,Self-employed,Married,Personal,No,No,No,0
58,45482.74,16706.0,558.0,77.0,15.0,7.03,48.0,0.48,High School,Full-time,Divorced,Business,No,No,No,0
69,41909.16,4674.0,578.0,113.0,12.0,24.85,60.0,0.17,High School,Full-time,Single,Education,Yes,No,Yes,0
64,61447.41,28287.0,303.0,73.0,17.0,14.29,24.0,0.47,High School,Full-time,Single,Auto,Yes,No,No,1
26,37846.11,42402.0,711.0,124.0,18.0,8.89,36.0,0.75,Bachelor's,Self-employed,Married,Education,No,Yes,No,0
34,49964.59,35421.0,625.0,211.0,8.0,10.58,60.0,0.22,High School,Full-time,Married,Auto,No,Yes,No,0
49,66737.36,10154.0,818.0,192.0,9.0,6.11,24.0,0.2,Bachelor's,Full-time,Single,Business,Yes,Yes,No,1
64,63829.76,46413.0,300.0,75.0,15.0,5.09,12.0,0.3,Bachelor's,Part-time,Single,Home,No,No,Yes,0
46,31854.65,24065.0,717.0,226.0,13.0,13.19,48.0,0.17,High School,Full-time,Single,Personal,No,No,No,0
56,60970.49,46676.0,479.0,339.0,5.0,23.97,24.0,0.39,High School,Full-time,Married,Education,No,Yes,No,1
68,95637.63,27406.0,309.0,331.0,1.0,,60.0,0.59,Bachelor's,Full-time,Married,Education,Yes,No,No,0
60,68511.91,49337.0,674.0,139.0,12.0,22.91,24.0,0.48,High School,Full-time,Married,Business,No,No,No,0
28,49508.24,13034.0,751.0,166.0,1.0,,12.0,0.68,Bachelor's,Full-time,Divorced,Home,No,Yes,No,0
59,81149.89,30477.0,409.0,185.0,17.0,20.84,60.0,0.2,Bachelor's,Self-employed,Single,Auto,Yes,Yes,Yes,0
53,98983.76,30737.0,424.0,322.0,2.0,18.76,36.0,0.37,High School,Full-time,Married,Home,Yes,No,No,0
24,72267.13,1815.0,731.0,326.0,7.0,16.22,24.0,0.43,High School,Full-time,Divorced,Auto,No,Yes,No,0
66,20368.86,31296.0,600.0,214.0,3.0,6.11,36.0,0.47,Bachelor's,Self-employed,Divorced,Business,Yes,No,No,1
60,67336.26,40735.0,402.0,76.0,18.0,15.88,12.0,0.15,Bachelor's,Part-time,Divorced,Auto,No,No,Yes,0
58,81975.75,44496.0,369.0,74.0,14.0,11.07,24.0,0.15,Bachelor's,Full-time,Single,Business,No,Yes,No,1
43,13721.23,17938.0,409.0,115.0,10.0,5.76,48.0,0.17,Bachelor's,Full-time,Single,Business,Yes,No,No,0
29,73742.31,36560.0,523.0,339.0,7.0,20.78,12.0,0.21,Bachelor's,Full-time,Single,Home,Yes,No,No,0
38,50937.57,23249.0,523.0,48.0,14.0,15.25,24.0,0.1,High School,Full-time,Married,Education,No,No,Yes,0
48,81308.77,39986.0,513.0,318.0,3.0,19.52,24.0,0.34,Bachelor's,Full-time,Married,Personal,Yes,No,No,0
54,53576.88,40676.0,847.0,238.0,11.0,13.81,48.0,0.43,Bachelor's,Full-time,Married,Business,No,No,No,0
67,61864.51,30496.0,642.0,282.0,15.0,15.36,24.0,0.54,High School,Full-time,Married,Education,No,No,No,0
38,62199.85,14460.0,656.0,197.0,19.0,18.82,24.0,0.12,Bachelor's,Full-time,Single,Auto,Yes,No,No,0
63,,13254.0,738.0,57.0,12.0,8.81,36.0,0.46,PhD,Full-time,Divorced,Home,No,Yes,No,0
33,63942.08,12957.0,555.0,121.0,5.0,21.71,36.0,0.85,PhD,Full-time,Married,Personal,No,No,No,0
69,37018.06,38070.0,781.0,121.0,9.0,12.55,60.0,0.7,Master's,Full-time,Single,Personal,Yes,No,No,0
67,49737.51,8852.0,703.0,264.0,7.0,18.73,24.0,0.36,Master's,Self-employed,Divorced,Home,Yes,No,No,0
48,54868.39,2264.0,341.0,212.0,15.0,10.51,12.0,0.52,High School,Self-employed,Married,Home,No,Yes,No,0
69,79607.15,24203.0,687.0,241.0,1.0,18.6,12.0,0.66,High School,Full-time,Married,Auto,Yes,No,No,1
29,64686.51,48678.0,328.0,241.0,1.0,4.44,24.0,0.22,Master's,Full-time,Married,Auto,No,No,Yes,0
44,41848.19,42853.0,502.0,75.0,6.0,23.48,60.0,0.16,High School,Self-employed,Single,Business,No,No,Yes,0
63,36606.09,49362.0,626.0,192.0,5.0,20.42,36.0,0.6,High School,Full-time,Married,Home,Yes,Yes,No,0
50,,11364.0,353.0,347.0,11.0,17.79,36.0,0.69,Bachelor's,Full-time,Married,Education,Yes,No,No,1
41,45503.52,19688.0,789.0,18.0,11.0,10.46,60.0,0.51,Bachelor's,Full-time,Divorced,Auto,Yes,No,No,0
37,70063.88,28739.0,716.0,121.0,14.0,21.62,24.0,0.66,Bachelor's,Self-employed,Single,Business,Yes,No,No,0
38,53884.28,49834.0,659.0,141.0,8.0,20.01,60.0,0.68,High School,Self-employed,Married,Auto,No,Yes,No,1
37,84202.12,37726.0,848.0,217.0,14.0,13.24,12.0,0.62,High School,Part-time,Single,Auto,Yes,Yes,No,0
40,40259.68,16566.0,504.0,335.0,9.0,7.75,24.0,0.85,Master's,Full-time,Single,Home,No,No,No,0
29,83775.26,39304.0,579.0,343.0,11.0,7.27,24.0,0.53,Master's,Unemployed,Single,Home,Yes,No,Yes,0
59,74669.53,29959.0,354.0,159.0,11.0,14.0,60.0,0.15,Bachelor's,Full-time,Single,Business,Yes,Yes,No,0
59,46192.07,26814.0,522.0,261.0,16.0,20.34,60.0,0.55,Master's,Full-time,Married,Education,No,No,Yes,0
50,37433.34,17057.0,407.0,112.0,12.0,18.86,48.0,0.61,High School,Full-time,Single,Home,No,Yes,No,0
62,93553.76,15973.0,808.0,349.0,7.0,14.11,48.0,0.37,Bachelor's,Full-time,Married,Personal,No,Yes,Yes,0
57,36947.43,19201.0,305.0,252.0,3.0,7.9,36.0,0.48,High School,Full-time,Single,Education,No,No,No,0
47,61127.66,44519.0,806.0,278.0,12.0,8.64,48.0,0.72,High School,Part-time,Married,Home,No,No,No,1
52,61907.14,47480.0,470.0,18.0,6.0,4.74,36.0,0.68,Bachelor's,Part-time,Divorced,Auto,Yes,Yes,No,0
65,,39088.0,567.0,216.0,19.0,7.3,12.0,0.24,Bachelor's,Full-time,Married,Education,Yes,Yes,No,0
33,70626.87,25132.0,492.0,216.0,4.0,3.77,48.0,0.29,Bachelor's,Full-time,Married,Home,Yes,No,Yes,1
38,36388.59,44292.0,479.0,129.0,10.0,18.0,60.0,0.56,Master's,Self-employed,Single,Education,No,No,No,1
36,93661.3,30317.0,369.0,201.0,,16.15,36.0,0.41,Bachelor's,Self-employed,Single,Home,No,No,No,0
30,38509.63,20195.0,329.0,180.0,10.0,24.74,36.0,0.7,Bachelor's,Full-time,Single,Auto,No,Yes,No,0
60,52121.33,24738.0,418.0,107.0,16.0,19.9,12.0,0.18,Bachelor's,Full-time,Married,Business,Yes,Yes,Yes,0
63,26236.46,20938.0,809.0,104.0,11.0,8.79,48.0,0.36,High School,Unemployed,Single,Business,No,Yes,Yes,0
69,75922.26,3418.0,759.0,42.0,4.0,18.72,60.0,0.39,High School,Full-time,Single,Auto,Yes,No,Yes,0
33,92762.22,38908.0,757.0,288.0,13.0,3.76,36.0,0.44,Master's,Full-time,Married,Education,No,Yes,Yes,0
53,95162.84,3988.0,,210.0,3.0,24.7,12.0,0.71,High School,Part-time,Married,Auto,Yes,No,Yes,1
46,77694.42,34622.0,561.0,118.0,3.0,16.71,12.0,0.11,Master's,Full-time,Married,Personal,Yes,Yes,Yes,0
60,47577.16,36618.0,483.0,289.0,17.0,6.07,48.0,0.22,Bachelor's,Self-employed,Single,Business,Yes,No,Yes,1
39,55034.39,4379.0,819.0,333.0,7.0,14.22,60.0,0.54,Master's,Part-time,Married,Personal,No,Yes,No,0
36,48541.91,31765.0,827.0,355.0,11.0,23.72,48.0,0.49,High School,Part-time,Married,Personal,Yes,Yes,No,0
53,30736.99,1193.0,685.0,19.0,4.0,21.77,36.0,0.86,Bachelor's,Full-time,Single,Business,Yes,Yes,No,0
27,49090.39,47136.0,552.0,317.0,16.0,9.93,60.0,0.14,Master's,Full-time,Married,Business,No,Yes,No,1
65,73175.23,27153.0,310.0,1.0,7.0,12.02,48.0,0.34,High School,Unemployed,Married,Business,Yes,No,No,1
64,37660.32,43440.0,510.0,215.0,16.0,21.85,60.0,0.72,Bachelor's,Full-time,Single,Auto,No,Yes,Yes,0
56,9380.26,30004.0,815.0,87.0,18.0,22.85,12.0,0.87,Bachelor's,Full-time,Married,Personal,Yes,Yes,No,0
55,29939.93,26322.0,659.0,252.0,12.0,23.16,12.0,0.9,High School,Full-time,Married,Education,No,No,Yes,0
59,71364.36,12279.0,367.0,222.0,9.0,23.88,24.0,0.33,Bachelor's,Full-time,Single,Education,No,Yes,No,1
26,20635.92,23016.0,726.0,207.0,10.0,14.26,12.0,0.58,High School,Self-employed,Married,Business,No,Yes,No,0
39,45560.16,16079.0,308.0,117.0,4.0,22.02,48.0,0.87,PhD,Full-time,Single,Education,No,No,No,0
37,47327.56,25725.0,836.0,67.0,6.0,10.96,12.0,0.88,PhD,Self-employed,Married,Auto,Yes,No,No,0
29,60160.02,8983.0,365.0,225.0,19.0,21.52,36.0,0.19,High School,Full-time,Single,Personal,No,No,No,0
46,59692.1,23137.0,472.0,78.0,18.0,10.97,12.0,0.38,High School,Full-time,Single,Home,Yes,Yes,Yes,0
53,63004.37,13057.0,321.0,338.0,12.0,16.58,48.0,0.69,Bachelor's,Full-time,Single,Home,No,No,No,1
47,52026.42,22281.0,341.0,146.0,18.0,13.57,36.0,0.55,Bachelor's,Full-time,Divorced,Personal,Yes,Yes,No,1
43,36109.41,46937.0,503.0,34.0,3.0,22.7,24.0,0.56,Bachelor's,Self-employed,Single,Home,Yes,Yes,No,1
